OrtCode;Ortsname;GesamtWahlberechtigte;Partei;StimmenFuerPartei
G10000;Aalfang;7000;GRÜNE;2000
G10101;Eisenstadt;10800;ÖVP;2500
G10101;Eisenstadt;10800;SPÖ;1366
G10101;Eisenstadt;10800;FPÖ;966
G10101;Eisenstadt;10800;GRÜNE;790
G10101;Eisenstadt;10800;NEOS;485
G10101;Eisenstadt;10800;KPÖ;31
G10101;Eisenstadt;10800;EUROPA;53
G10199;Wahlkarten - Eisenstadt Stadt;0;ÖVP;405
G10199;Wahlkarten - Eisenstadt Stadt;0;SPÖ;249
G10199;Wahlkarten - Eisenstadt Stadt;0;FPÖ;88
G10199;Wahlkarten - Eisenstadt Stadt;0;GRÜNE;173
G10199;Wahlkarten - Eisenstadt Stadt;0;NEOS;103
G10199;Wahlkarten - Eisenstadt Stadt;0;KPÖ;6
G10199;Wahlkarten - Eisenstadt Stadt;0;EUROPA;10
G10201;Rust;1597;ÖVP;336
G10201;Rust;1597;SPÖ;287
G10201;Rust;1597;FPÖ;175
G10201;Rust;1597;GRÜNE;62
G10201;Rust;1597;NEOS;53
G10201;Rust;1597;KPÖ;9
G10201;Rust;1597;EUROPA;8
G10299;Wahlkarten - Rust Stadt;0;ÖVP;38
G10299;Wahlkarten - Rust Stadt;0;SPÖ;51
G10299;Wahlkarten - Rust Stadt;0;FPÖ;26
G10299;Wahlkarten - Rust Stadt;0;GRÜNE;39
G10299;Wahlkarten - Rust Stadt;0;NEOS;8
G10299;Wahlkarten - Rust Stadt;0;KPÖ;3
G10299;Wahlkarten - Rust Stadt;0;EUROPA;0
G10301;Breitenbrunn am Neusiedler See;1611;ÖVP;324
G10301;Breitenbrunn am Neusiedler See;1611;SPÖ;330
G10301;Breitenbrunn am Neusiedler See;1611;FPÖ;159
G10301;Breitenbrunn am Neusiedler See;1611;GRÜNE;113
G10301;Breitenbrunn am Neusiedler See;1611;NEOS;63
G10301;Breitenbrunn am Neusiedler See;1611;KPÖ;4
G10301;Breitenbrunn am Neusiedler See;1611;EUROPA;5
G10302;Donnerskirchen;1533;ÖVP;412
G10302;Donnerskirchen;1533;SPÖ;246
G10302;Donnerskirchen;1533;FPÖ;149
G10302;Donnerskirchen;1533;GRÜNE;71
G10302;Donnerskirchen;1533;NEOS;37
G10302;Donnerskirchen;1533;KPÖ;1
G10302;Donnerskirchen;1533;EUROPA;3
G10303;Großhöflein;1697;ÖVP;373
G10303;Großhöflein;1697;SPÖ;254
G10303;Großhöflein;1697;FPÖ;186
G10303;Großhöflein;1697;GRÜNE;63
G10303;Großhöflein;1697;NEOS;52
G10303;Großhöflein;1697;KPÖ;5
G10303;Großhöflein;1697;EUROPA;6
G10304;Hornstein;2385;ÖVP;393
G10304;Hornstein;2385;SPÖ;520
G10304;Hornstein;2385;FPÖ;242
G10304;Hornstein;2385;GRÜNE;123
G10304;Hornstein;2385;NEOS;89
G10304;Hornstein;2385;KPÖ;9
G10304;Hornstein;2385;EUROPA;8
G10305;Klingenbach;903;ÖVP;175
G10305;Klingenbach;903;SPÖ;291
G10305;Klingenbach;903;FPÖ;58
G10305;Klingenbach;903;GRÜNE;26
G10305;Klingenbach;903;NEOS;14
G10305;Klingenbach;903;KPÖ;1
G10305;Klingenbach;903;EUROPA;5
G10306;Leithaprodersdorf;964;ÖVP;388
G10306;Leithaprodersdorf;964;SPÖ;107
G10306;Leithaprodersdorf;964;FPÖ;77
G10306;Leithaprodersdorf;964;GRÜNE;50
G10306;Leithaprodersdorf;964;NEOS;35
G10306;Leithaprodersdorf;964;KPÖ;0
G10306;Leithaprodersdorf;964;EUROPA;4
G10307;Mörbisch am See;1846;ÖVP;326
G10307;Mörbisch am See;1846;SPÖ;416
G10307;Mörbisch am See;1846;FPÖ;216
G10307;Mörbisch am See;1846;GRÜNE;71
G10307;Mörbisch am See;1846;NEOS;46
G10307;Mörbisch am See;1846;KPÖ;4
G10307;Mörbisch am See;1846;EUROPA;9
G10308;Müllendorf;1143;ÖVP;234
G10308;Müllendorf;1143;SPÖ;260
G10308;Müllendorf;1143;FPÖ;106
G10308;Müllendorf;1143;GRÜNE;59
G10308;Müllendorf;1143;NEOS;62
G10308;Müllendorf;1143;KPÖ;2
G10308;Müllendorf;1143;EUROPA;13
G10309;Neufeld an der Leitha;2620;ÖVP;426
G10309;Neufeld an der Leitha;2620;SPÖ;619
G10309;Neufeld an der Leitha;2620;FPÖ;348
G10309;Neufeld an der Leitha;2620;GRÜNE;130
G10309;Neufeld an der Leitha;2620;NEOS;114
G10309;Neufeld an der Leitha;2620;KPÖ;8
G10309;Neufeld an der Leitha;2620;EUROPA;20
G10310;Oggau am Neusiedler See;1482;ÖVP;350
G10310;Oggau am Neusiedler See;1482;SPÖ;395
G10310;Oggau am Neusiedler See;1482;FPÖ;154
G10310;Oggau am Neusiedler See;1482;GRÜNE;46
G10310;Oggau am Neusiedler See;1482;NEOS;33
G10310;Oggau am Neusiedler See;1482;KPÖ;1
G10310;Oggau am Neusiedler See;1482;EUROPA;3
G10311;Oslip;1037;ÖVP;243
G10311;Oslip;1037;SPÖ;272
G10311;Oslip;1037;FPÖ;64
G10311;Oslip;1037;GRÜNE;61
G10311;Oslip;1037;NEOS;28
G10311;Oslip;1037;KPÖ;1
G10311;Oslip;1037;EUROPA;10
G10312;Purbach am Neusiedler See;2383;ÖVP;518
G10312;Purbach am Neusiedler See;2383;SPÖ;346
G10312;Purbach am Neusiedler See;2383;FPÖ;246
G10312;Purbach am Neusiedler See;2383;GRÜNE;132
G10312;Purbach am Neusiedler See;2383;NEOS;82
G10312;Purbach am Neusiedler See;2383;KPÖ;3
G10312;Purbach am Neusiedler See;2383;EUROPA;6
G10313;Sankt Margarethen im Burgenland;2307;ÖVP;641
G10313;Sankt Margarethen im Burgenland;2307;SPÖ;364
G10313;Sankt Margarethen im Burgenland;2307;FPÖ;253
G10313;Sankt Margarethen im Burgenland;2307;GRÜNE;93
G10313;Sankt Margarethen im Burgenland;2307;NEOS;54
G10313;Sankt Margarethen im Burgenland;2307;KPÖ;1
G10313;Sankt Margarethen im Burgenland;2307;EUROPA;11
G10314;Schützen am Gebirge;1127;ÖVP;350
G10314;Schützen am Gebirge;1127;SPÖ;218
G10314;Schützen am Gebirge;1127;FPÖ;103
G10314;Schützen am Gebirge;1127;GRÜNE;33
G10314;Schützen am Gebirge;1127;NEOS;30
G10314;Schützen am Gebirge;1127;KPÖ;2
G10314;Schützen am Gebirge;1127;EUROPA;3
G10315;Siegendorf;2262;ÖVP;258
G10315;Siegendorf;2262;SPÖ;754
G10315;Siegendorf;2262;FPÖ;243
G10315;Siegendorf;2262;GRÜNE;100
G10315;Siegendorf;2262;NEOS;67
G10315;Siegendorf;2262;KPÖ;4
G10315;Siegendorf;2262;EUROPA;9
G10316;Steinbrunn;2084;ÖVP;357
G10316;Steinbrunn;2084;SPÖ;484
G10316;Steinbrunn;2084;FPÖ;229
G10316;Steinbrunn;2084;GRÜNE;85
G10316;Steinbrunn;2084;NEOS;73
G10316;Steinbrunn;2084;KPÖ;3
G10316;Steinbrunn;2084;EUROPA;7
G10317;Trausdorf an der Wulka;1682;ÖVP;338
G10317;Trausdorf an der Wulka;1682;SPÖ;398
G10317;Trausdorf an der Wulka;1682;FPÖ;154
G10317;Trausdorf an der Wulka;1682;GRÜNE;73
G10317;Trausdorf an der Wulka;1682;NEOS;52
G10317;Trausdorf an der Wulka;1682;KPÖ;4
G10317;Trausdorf an der Wulka;1682;EUROPA;13
G10318;Wimpassing an der Leitha;1210;ÖVP;225
G10318;Wimpassing an der Leitha;1210;SPÖ;162
G10318;Wimpassing an der Leitha;1210;FPÖ;167
G10318;Wimpassing an der Leitha;1210;GRÜNE;55
G10318;Wimpassing an der Leitha;1210;NEOS;54
G10318;Wimpassing an der Leitha;1210;KPÖ;2
G10318;Wimpassing an der Leitha;1210;EUROPA;7
G10319;Wulkaprodersdorf;1486;ÖVP;341
G10319;Wulkaprodersdorf;1486;SPÖ;352
G10319;Wulkaprodersdorf;1486;FPÖ;115
G10319;Wulkaprodersdorf;1486;GRÜNE;103
G10319;Wulkaprodersdorf;1486;NEOS;42
G10319;Wulkaprodersdorf;1486;KPÖ;3
G10319;Wulkaprodersdorf;1486;EUROPA;9
G10320;Loretto;415;ÖVP;94
G10320;Loretto;415;SPÖ;70
G10320;Loretto;415;FPÖ;51
G10320;Loretto;415;GRÜNE;16
G10320;Loretto;415;NEOS;10
G10320;Loretto;415;KPÖ;1
G10320;Loretto;415;EUROPA;3
G10321;Stotzing;650;ÖVP;174
G10321;Stotzing;650;SPÖ;112
G10321;Stotzing;650;FPÖ;54
G10321;Stotzing;650;GRÜNE;15
G10321;Stotzing;650;NEOS;22
G10321;Stotzing;650;KPÖ;2
G10321;Stotzing;650;EUROPA;4
G10322;Zillingtal;774;ÖVP;136
G10322;Zillingtal;774;SPÖ;165
G10322;Zillingtal;774;FPÖ;80
G10322;Zillingtal;774;GRÜNE;52
G10322;Zillingtal;774;NEOS;32
G10322;Zillingtal;774;KPÖ;5
G10322;Zillingtal;774;EUROPA;2
G10323;Zagersdorf;835;ÖVP;161
G10323;Zagersdorf;835;SPÖ;232
G10323;Zagersdorf;835;FPÖ;69
G10323;Zagersdorf;835;GRÜNE;25
G10323;Zagersdorf;835;NEOS;22
G10323;Zagersdorf;835;KPÖ;2
G10323;Zagersdorf;835;EUROPA;3
G10399;Wahlkarten - Eisenstadt - Umgebung;0;ÖVP;792
G10399;Wahlkarten - Eisenstadt - Umgebung;0;SPÖ;832
G10399;Wahlkarten - Eisenstadt - Umgebung;0;FPÖ;347
G10399;Wahlkarten - Eisenstadt - Umgebung;0;GRÜNE;301
G10399;Wahlkarten - Eisenstadt - Umgebung;0;NEOS;178
G10399;Wahlkarten - Eisenstadt - Umgebung;0;KPÖ;16
G10399;Wahlkarten - Eisenstadt - Umgebung;0;EUROPA;20
G10401;Bocksdorf;682;ÖVP;120
G10401;Bocksdorf;682;SPÖ;170
G10401;Bocksdorf;682;FPÖ;93
G10401;Bocksdorf;682;GRÜNE;24
G10401;Bocksdorf;682;NEOS;18
G10401;Bocksdorf;682;KPÖ;3
G10401;Bocksdorf;682;EUROPA;1
G10402;Burgauberg-Neudauberg;1109;ÖVP;246
G10402;Burgauberg-Neudauberg;1109;SPÖ;153
G10402;Burgauberg-Neudauberg;1109;FPÖ;133
G10402;Burgauberg-Neudauberg;1109;GRÜNE;38
G10402;Burgauberg-Neudauberg;1109;NEOS;23
G10402;Burgauberg-Neudauberg;1109;KPÖ;1
G10402;Burgauberg-Neudauberg;1109;EUROPA;1
G10403;Eberau;721;ÖVP;253
G10403;Eberau;721;SPÖ;87
G10403;Eberau;721;FPÖ;72
G10403;Eberau;721;GRÜNE;10
G10403;Eberau;721;NEOS;24
G10403;Eberau;721;KPÖ;1
G10403;Eberau;721;EUROPA;3
G10404;Gerersdorf-Sulz;851;ÖVP;233
G10404;Gerersdorf-Sulz;851;SPÖ;157
G10404;Gerersdorf-Sulz;851;FPÖ;77
G10404;Gerersdorf-Sulz;851;GRÜNE;30
G10404;Gerersdorf-Sulz;851;NEOS;11
G10404;Gerersdorf-Sulz;851;KPÖ;0
G10404;Gerersdorf-Sulz;851;EUROPA;4
G10405;Güssing;2982;ÖVP;656
G10405;Güssing;2982;SPÖ;514
G10405;Güssing;2982;FPÖ;288
G10405;Güssing;2982;GRÜNE;89
G10405;Güssing;2982;NEOS;76
G10405;Güssing;2982;KPÖ;4
G10405;Güssing;2982;EUROPA;8
G10406;Güttenbach;779;ÖVP;206
G10406;Güttenbach;779;SPÖ;119
G10406;Güttenbach;779;FPÖ;39
G10406;Güttenbach;779;GRÜNE;25
G10406;Güttenbach;779;NEOS;14
G10406;Güttenbach;779;KPÖ;0
G10406;Güttenbach;779;EUROPA;3
G10407;Heiligenbrunn;659;ÖVP;188
G10407;Heiligenbrunn;659;SPÖ;117
G10407;Heiligenbrunn;659;FPÖ;52
G10407;Heiligenbrunn;659;GRÜNE;11
G10407;Heiligenbrunn;659;NEOS;8
G10407;Heiligenbrunn;659;KPÖ;1
G10407;Heiligenbrunn;659;EUROPA;1
G10408;Kukmirn;1666;ÖVP;347
G10408;Kukmirn;1666;SPÖ;236
G10408;Kukmirn;1666;FPÖ;147
G10408;Kukmirn;1666;GRÜNE;64
G10408;Kukmirn;1666;NEOS;28
G10408;Kukmirn;1666;KPÖ;6
G10408;Kukmirn;1666;EUROPA;2
G10409;Neuberg im Burgenland;870;ÖVP;193
G10409;Neuberg im Burgenland;870;SPÖ;182
G10409;Neuberg im Burgenland;870;FPÖ;72
G10409;Neuberg im Burgenland;870;GRÜNE;27
G10409;Neuberg im Burgenland;870;NEOS;16
G10409;Neuberg im Burgenland;870;KPÖ;2
G10409;Neuberg im Burgenland;870;EUROPA;4
G10410;Neustift bei Güssing;415;ÖVP;47
G10410;Neustift bei Güssing;415;SPÖ;130
G10410;Neustift bei Güssing;415;FPÖ;49
G10410;Neustift bei Güssing;415;GRÜNE;17
G10410;Neustift bei Güssing;415;NEOS;11
G10410;Neustift bei Güssing;415;KPÖ;0
G10410;Neustift bei Güssing;415;EUROPA;0
G10411;Olbendorf;1206;ÖVP;161
G10411;Olbendorf;1206;SPÖ;331
G10411;Olbendorf;1206;FPÖ;170
G10411;Olbendorf;1206;GRÜNE;42
G10411;Olbendorf;1206;NEOS;23
G10411;Olbendorf;1206;KPÖ;3
G10411;Olbendorf;1206;EUROPA;7
G10412;Ollersdorf im Burgenland;811;ÖVP;226
G10412;Ollersdorf im Burgenland;811;SPÖ;176
G10412;Ollersdorf im Burgenland;811;FPÖ;75
G10412;Ollersdorf im Burgenland;811;GRÜNE;38
G10412;Ollersdorf im Burgenland;811;NEOS;24
G10412;Ollersdorf im Burgenland;811;KPÖ;2
G10412;Ollersdorf im Burgenland;811;EUROPA;3
G10413;Sankt Michael im Burgenland;815;ÖVP;232
G10413;Sankt Michael im Burgenland;815;SPÖ;146
G10413;Sankt Michael im Burgenland;815;FPÖ;91
G10413;Sankt Michael im Burgenland;815;GRÜNE;24
G10413;Sankt Michael im Burgenland;815;NEOS;15
G10413;Sankt Michael im Burgenland;815;KPÖ;0
G10413;Sankt Michael im Burgenland;815;EUROPA;7
G10414;Stegersbach;2098;ÖVP;413
G10414;Stegersbach;2098;SPÖ;408
G10414;Stegersbach;2098;FPÖ;228
G10414;Stegersbach;2098;GRÜNE;77
G10414;Stegersbach;2098;NEOS;62
G10414;Stegersbach;2098;KPÖ;5
G10414;Stegersbach;2098;EUROPA;7
G10415;Stinatz;949;ÖVP;163
G10415;Stinatz;949;SPÖ;324
G10415;Stinatz;949;FPÖ;33
G10415;Stinatz;949;GRÜNE;29
G10415;Stinatz;949;NEOS;28
G10415;Stinatz;949;KPÖ;5
G10415;Stinatz;949;EUROPA;2
G10416;Strem;796;ÖVP;284
G10416;Strem;796;SPÖ;79
G10416;Strem;796;FPÖ;67
G10416;Strem;796;GRÜNE;17
G10416;Strem;796;NEOS;12
G10416;Strem;796;KPÖ;3
G10416;Strem;796;EUROPA;3
G10417;Tobaj;1100;ÖVP;311
G10417;Tobaj;1100;SPÖ;148
G10417;Tobaj;1100;FPÖ;150
G10417;Tobaj;1100;GRÜNE;26
G10417;Tobaj;1100;NEOS;26
G10417;Tobaj;1100;KPÖ;2
G10417;Tobaj;1100;EUROPA;5
G10418;Hackerberg;300;ÖVP;76
G10418;Hackerberg;300;SPÖ;56
G10418;Hackerberg;300;FPÖ;25
G10418;Hackerberg;300;GRÜNE;6
G10418;Hackerberg;300;NEOS;0
G10418;Hackerberg;300;KPÖ;1
G10418;Hackerberg;300;EUROPA;3
G10419;Wörterberg;405;ÖVP;98
G10419;Wörterberg;405;SPÖ;75
G10419;Wörterberg;405;FPÖ;36
G10419;Wörterberg;405;GRÜNE;24
G10419;Wörterberg;405;NEOS;17
G10419;Wörterberg;405;KPÖ;1
G10419;Wörterberg;405;EUROPA;3
G10420;Großmürbisch;223;ÖVP;73
G10420;Großmürbisch;223;SPÖ;48
G10420;Großmürbisch;223;FPÖ;11
G10420;Großmürbisch;223;GRÜNE;5
G10420;Großmürbisch;223;NEOS;3
G10420;Großmürbisch;223;KPÖ;0
G10420;Großmürbisch;223;EUROPA;0
G10421;Inzenhof;270;ÖVP;56
G10421;Inzenhof;270;SPÖ;89
G10421;Inzenhof;270;FPÖ;23
G10421;Inzenhof;270;GRÜNE;3
G10421;Inzenhof;270;NEOS;3
G10421;Inzenhof;270;KPÖ;0
G10421;Inzenhof;270;EUROPA;0
G10422;Kleinmürbisch;205;ÖVP;46
G10422;Kleinmürbisch;205;SPÖ;41
G10422;Kleinmürbisch;205;FPÖ;20
G10422;Kleinmürbisch;205;GRÜNE;2
G10422;Kleinmürbisch;205;NEOS;1
G10422;Kleinmürbisch;205;KPÖ;1
G10422;Kleinmürbisch;205;EUROPA;0
G10423;Tschanigraben;58;ÖVP;6
G10423;Tschanigraben;58;SPÖ;26
G10423;Tschanigraben;58;FPÖ;6
G10423;Tschanigraben;58;GRÜNE;0
G10423;Tschanigraben;58;NEOS;0
G10423;Tschanigraben;58;KPÖ;0
G10423;Tschanigraben;58;EUROPA;0
G10424;Heugraben;194;ÖVP;63
G10424;Heugraben;194;SPÖ;44
G10424;Heugraben;194;FPÖ;31
G10424;Heugraben;194;GRÜNE;3
G10424;Heugraben;194;NEOS;1
G10424;Heugraben;194;KPÖ;0
G10424;Heugraben;194;EUROPA;0
G10425;Rohr im Burgenland;328;ÖVP;60
G10425;Rohr im Burgenland;328;SPÖ;61
G10425;Rohr im Burgenland;328;FPÖ;32
G10425;Rohr im Burgenland;328;GRÜNE;9
G10425;Rohr im Burgenland;328;NEOS;5
G10425;Rohr im Burgenland;328;KPÖ;1
G10425;Rohr im Burgenland;328;EUROPA;0
G10426;Bildein;290;ÖVP;135
G10426;Bildein;290;SPÖ;33
G10426;Bildein;290;FPÖ;31
G10426;Bildein;290;GRÜNE;11
G10426;Bildein;290;NEOS;6
G10426;Bildein;290;KPÖ;0
G10426;Bildein;290;EUROPA;0
G10427;Rauchwart;369;ÖVP;50
G10427;Rauchwart;369;SPÖ;126
G10427;Rauchwart;369;FPÖ;77
G10427;Rauchwart;369;GRÜNE;13
G10427;Rauchwart;369;NEOS;4
G10427;Rauchwart;369;KPÖ;0
G10427;Rauchwart;369;EUROPA;1
G10428;Moschendorf;330;ÖVP;115
G10428;Moschendorf;330;SPÖ;61
G10428;Moschendorf;330;FPÖ;26
G10428;Moschendorf;330;GRÜNE;11
G10428;Moschendorf;330;NEOS;7
G10428;Moschendorf;330;KPÖ;0
G10428;Moschendorf;330;EUROPA;0
G10499;Wahlkarten - Güssing;0;ÖVP;539
G10499;Wahlkarten - Güssing;0;SPÖ;600
G10499;Wahlkarten - Güssing;0;FPÖ;191
G10499;Wahlkarten - Güssing;0;GRÜNE;179
G10499;Wahlkarten - Güssing;0;NEOS;105
G10499;Wahlkarten - Güssing;0;KPÖ;14
G10499;Wahlkarten - Güssing;0;EUROPA;6
G10501;Deutsch Kaltenbrunn;1474;ÖVP;226
G10501;Deutsch Kaltenbrunn;1474;SPÖ;256
G10501;Deutsch Kaltenbrunn;1474;FPÖ;154
G10501;Deutsch Kaltenbrunn;1474;GRÜNE;65
G10501;Deutsch Kaltenbrunn;1474;NEOS;40
G10501;Deutsch Kaltenbrunn;1474;KPÖ;1
G10501;Deutsch Kaltenbrunn;1474;EUROPA;11
G10502;Eltendorf;801;ÖVP;160
G10502;Eltendorf;801;SPÖ;128
G10502;Eltendorf;801;FPÖ;95
G10502;Eltendorf;801;GRÜNE;28
G10502;Eltendorf;801;NEOS;25
G10502;Eltendorf;801;KPÖ;0
G10502;Eltendorf;801;EUROPA;0
G10503;Heiligenkreuz im Lafnitztal;973;ÖVP;205
G10503;Heiligenkreuz im Lafnitztal;973;SPÖ;150
G10503;Heiligenkreuz im Lafnitztal;973;FPÖ;109
G10503;Heiligenkreuz im Lafnitztal;973;GRÜNE;25
G10503;Heiligenkreuz im Lafnitztal;973;NEOS;5
G10503;Heiligenkreuz im Lafnitztal;973;KPÖ;0
G10503;Heiligenkreuz im Lafnitztal;973;EUROPA;2
G10504;Jennersdorf;3467;ÖVP;656
G10504;Jennersdorf;3467;SPÖ;338
G10504;Jennersdorf;3467;FPÖ;489
G10504;Jennersdorf;3467;GRÜNE;152
G10504;Jennersdorf;3467;NEOS;99
G10504;Jennersdorf;3467;KPÖ;10
G10504;Jennersdorf;3467;EUROPA;16
G10505;Minihof-Liebau;875;ÖVP;138
G10505;Minihof-Liebau;875;SPÖ;153
G10505;Minihof-Liebau;875;FPÖ;106
G10505;Minihof-Liebau;875;GRÜNE;34
G10505;Minihof-Liebau;875;NEOS;24
G10505;Minihof-Liebau;875;KPÖ;1
G10505;Minihof-Liebau;875;EUROPA;2
G10506;Mogersdorf;963;ÖVP;186
G10506;Mogersdorf;963;SPÖ;159
G10506;Mogersdorf;963;FPÖ;95
G10506;Mogersdorf;963;GRÜNE;25
G10506;Mogersdorf;963;NEOS;19
G10506;Mogersdorf;963;KPÖ;7
G10506;Mogersdorf;963;EUROPA;7
G10507;Neuhaus am Klausenbach;759;ÖVP;153
G10507;Neuhaus am Klausenbach;759;SPÖ;92
G10507;Neuhaus am Klausenbach;759;FPÖ;95
G10507;Neuhaus am Klausenbach;759;GRÜNE;33
G10507;Neuhaus am Klausenbach;759;NEOS;19
G10507;Neuhaus am Klausenbach;759;KPÖ;0
G10507;Neuhaus am Klausenbach;759;EUROPA;3
G10508;Rudersdorf;1832;ÖVP;394
G10508;Rudersdorf;1832;SPÖ;243
G10508;Rudersdorf;1832;FPÖ;158
G10508;Rudersdorf;1832;GRÜNE;86
G10508;Rudersdorf;1832;NEOS;57
G10508;Rudersdorf;1832;KPÖ;12
G10508;Rudersdorf;1832;EUROPA;5
G10509;Sankt Martin an der Raab;1719;ÖVP;404
G10509;Sankt Martin an der Raab;1719;SPÖ;284
G10509;Sankt Martin an der Raab;1719;FPÖ;209
G10509;Sankt Martin an der Raab;1719;GRÜNE;89
G10509;Sankt Martin an der Raab;1719;NEOS;47
G10509;Sankt Martin an der Raab;1719;KPÖ;3
G10509;Sankt Martin an der Raab;1719;EUROPA;9
G10510;Weichselbaum;607;ÖVP;160
G10510;Weichselbaum;607;SPÖ;81
G10510;Weichselbaum;607;FPÖ;70
G10510;Weichselbaum;607;GRÜNE;21
G10510;Weichselbaum;607;NEOS;10
G10510;Weichselbaum;607;KPÖ;5
G10510;Weichselbaum;607;EUROPA;5
G10511;Königsdorf;620;ÖVP;132
G10511;Königsdorf;620;SPÖ;100
G10511;Königsdorf;620;FPÖ;74
G10511;Königsdorf;620;GRÜNE;24
G10511;Königsdorf;620;NEOS;9
G10511;Königsdorf;620;KPÖ;0
G10511;Königsdorf;620;EUROPA;1
G10512;Mühlgraben;338;ÖVP;36
G10512;Mühlgraben;338;SPÖ;89
G10512;Mühlgraben;338;FPÖ;25
G10512;Mühlgraben;338;GRÜNE;15
G10512;Mühlgraben;338;NEOS;4
G10512;Mühlgraben;338;KPÖ;0
G10512;Mühlgraben;338;EUROPA;0
G10599;Wahlkarten - Jennersdorf;0;ÖVP;315
G10599;Wahlkarten - Jennersdorf;0;SPÖ;265
G10599;Wahlkarten - Jennersdorf;0;FPÖ;139
G10599;Wahlkarten - Jennersdorf;0;GRÜNE;124
G10599;Wahlkarten - Jennersdorf;0;NEOS;53
G10599;Wahlkarten - Jennersdorf;0;KPÖ;5
G10599;Wahlkarten - Jennersdorf;0;EUROPA;6
G10601;Draßburg;947;ÖVP;127
G10601;Draßburg;947;SPÖ;344
G10601;Draßburg;947;FPÖ;74
G10601;Draßburg;947;GRÜNE;32
G10601;Draßburg;947;NEOS;18
G10601;Draßburg;947;KPÖ;5
G10601;Draßburg;947;EUROPA;1
G10602;Forchtenstein;2270;ÖVP;446
G10602;Forchtenstein;2270;SPÖ;370
G10602;Forchtenstein;2270;FPÖ;246
G10602;Forchtenstein;2270;GRÜNE;61
G10602;Forchtenstein;2270;NEOS;63
G10602;Forchtenstein;2270;KPÖ;2
G10602;Forchtenstein;2270;EUROPA;4
G10603;Hirm;777;ÖVP;107
G10603;Hirm;777;SPÖ;276
G10603;Hirm;777;FPÖ;86
G10603;Hirm;777;GRÜNE;29
G10603;Hirm;777;NEOS;15
G10603;Hirm;777;KPÖ;0
G10603;Hirm;777;EUROPA;3
G10604;Loipersbach im Burgenland;1005;ÖVP;104
G10604;Loipersbach im Burgenland;1005;SPÖ;264
G10604;Loipersbach im Burgenland;1005;FPÖ;153
G10604;Loipersbach im Burgenland;1005;GRÜNE;42
G10604;Loipersbach im Burgenland;1005;NEOS;27
G10604;Loipersbach im Burgenland;1005;KPÖ;4
G10604;Loipersbach im Burgenland;1005;EUROPA;3
G10605;Marz;1623;ÖVP;397
G10605;Marz;1623;SPÖ;341
G10605;Marz;1623;FPÖ;139
G10605;Marz;1623;GRÜNE;70
G10605;Marz;1623;NEOS;60
G10605;Marz;1623;KPÖ;4
G10605;Marz;1623;EUROPA;3
G10606;Mattersburg;5765;ÖVP;1047
G10606;Mattersburg;5765;SPÖ;1058
G10606;Mattersburg;5765;FPÖ;597
G10606;Mattersburg;5765;GRÜNE;262
G10606;Mattersburg;5765;NEOS;187
G10606;Mattersburg;5765;KPÖ;20
G10606;Mattersburg;5765;EUROPA;24
G10607;Neudörfl;3461;ÖVP;485
G10607;Neudörfl;3461;SPÖ;675
G10607;Neudörfl;3461;FPÖ;417
G10607;Neudörfl;3461;GRÜNE;141
G10607;Neudörfl;3461;NEOS;109
G10607;Neudörfl;3461;KPÖ;7
G10607;Neudörfl;3461;EUROPA;21
G10608;Pöttelsdorf;624;ÖVP;155
G10608;Pöttelsdorf;624;SPÖ;111
G10608;Pöttelsdorf;624;FPÖ;46
G10608;Pöttelsdorf;624;GRÜNE;27
G10608;Pöttelsdorf;624;NEOS;24
G10608;Pöttelsdorf;624;KPÖ;1
G10608;Pöttelsdorf;624;EUROPA;1
G10609;Pöttsching;2401;ÖVP;483
G10609;Pöttsching;2401;SPÖ;529
G10609;Pöttsching;2401;FPÖ;235
G10609;Pöttsching;2401;GRÜNE;134
G10609;Pöttsching;2401;NEOS;88
G10609;Pöttsching;2401;KPÖ;15
G10609;Pöttsching;2401;EUROPA;13
G10610;Rohrbach bei Mattersburg;2167;ÖVP;461
G10610;Rohrbach bei Mattersburg;2167;SPÖ;555
G10610;Rohrbach bei Mattersburg;2167;FPÖ;212
G10610;Rohrbach bei Mattersburg;2167;GRÜNE;76
G10610;Rohrbach bei Mattersburg;2167;NEOS;58
G10610;Rohrbach bei Mattersburg;2167;KPÖ;5
G10610;Rohrbach bei Mattersburg;2167;EUROPA;9
G10611;Bad Sauerbrunn;1783;ÖVP;319
G10611;Bad Sauerbrunn;1783;SPÖ;276
G10611;Bad Sauerbrunn;1783;FPÖ;213
G10611;Bad Sauerbrunn;1783;GRÜNE;142
G10611;Bad Sauerbrunn;1783;NEOS;110
G10611;Bad Sauerbrunn;1783;KPÖ;5
G10611;Bad Sauerbrunn;1783;EUROPA;14
G10612;Schattendorf;1953;ÖVP;285
G10612;Schattendorf;1953;SPÖ;659
G10612;Schattendorf;1953;FPÖ;171
G10612;Schattendorf;1953;GRÜNE;79
G10612;Schattendorf;1953;NEOS;52
G10612;Schattendorf;1953;KPÖ;1
G10612;Schattendorf;1953;EUROPA;4
G10613;Sieggraben;1007;ÖVP;210
G10613;Sieggraben;1007;SPÖ;201
G10613;Sieggraben;1007;FPÖ;122
G10613;Sieggraben;1007;GRÜNE;9
G10613;Sieggraben;1007;NEOS;20
G10613;Sieggraben;1007;KPÖ;1
G10613;Sieggraben;1007;EUROPA;5
G10614;Sigleß;976;ÖVP;163
