OrtCode;Ortsname;GesamtWahlberechtigte;Partei;StimmenFuerPartei
G62264;Bad Waltersdorf;3132;ÖVP;810
G62264;Bad Waltersdorf;3132;SPÖ;176
G62264;Bad Waltersdorf;3132;FPÖ;416
G62264;Bad Waltersdorf;3132;GRÜNE;138
G62264;Bad Waltersdorf;3132;NEOS;94
G62264;Bad Waltersdorf;3132;KPÖ;7
G62264;Bad Waltersdorf;3132;EUROPA;14
G62265;Dechantskirchen;1704;ÖVP;456
G62265;Dechantskirchen;1704;SPÖ;205
G62265;Dechantskirchen;1704;FPÖ;196
G62265;Dechantskirchen;1704;GRÜNE;64
G62265;Dechantskirchen;1704;NEOS;55
G62265;Dechantskirchen;1704;KPÖ;10
G62265;Dechantskirchen;1704;EUROPA;6
G62266;Feistritztal;2000;ÖVP;422
G62266;Feistritztal;2000;SPÖ;162
G62266;Feistritztal;2000;FPÖ;281
G62266;Feistritztal;2000;GRÜNE;95
G62266;Feistritztal;2000;NEOS;52
G62266;Feistritztal;2000;KPÖ;8
G62266;Feistritztal;2000;EUROPA;7
G62267;Fürstenfeld;6942;ÖVP;1424
G62267;Fürstenfeld;6942;SPÖ;501
G62267;Fürstenfeld;6942;FPÖ;637
G62267;Fürstenfeld;6942;GRÜNE;351
G62267;Fürstenfeld;6942;NEOS;195
G62267;Fürstenfeld;6942;KPÖ;32
G62267;Fürstenfeld;6942;EUROPA;14
G62268;Grafendorf bei Hartberg;2574;ÖVP;732
G62268;Grafendorf bei Hartberg;2574;SPÖ;153
G62268;Grafendorf bei Hartberg;2574;FPÖ;320
G62268;Grafendorf bei Hartberg;2574;GRÜNE;91
G62268;Grafendorf bei Hartberg;2574;NEOS;72
G62268;Grafendorf bei Hartberg;2574;KPÖ;6
G62268;Grafendorf bei Hartberg;2574;EUROPA;5
G62269;Großwilfersdorf;1682;ÖVP;474
G62269;Großwilfersdorf;1682;SPÖ;71
G62269;Großwilfersdorf;1682;FPÖ;165
G62269;Großwilfersdorf;1682;GRÜNE;100
G62269;Großwilfersdorf;1682;NEOS;48
G62269;Großwilfersdorf;1682;KPÖ;4
G62269;Großwilfersdorf;1682;EUROPA;3
G62270;Hartl;1774;ÖVP;506
G62270;Hartl;1774;SPÖ;83
G62270;Hartl;1774;FPÖ;300
G62270;Hartl;1774;GRÜNE;43
G62270;Hartl;1774;NEOS;26
G62270;Hartl;1774;KPÖ;2
G62270;Hartl;1774;EUROPA;5
G62271;Ilz;3045;ÖVP;681
G62271;Ilz;3045;SPÖ;135
G62271;Ilz;3045;FPÖ;419
G62271;Ilz;3045;GRÜNE;179
G62271;Ilz;3045;NEOS;95
G62271;Ilz;3045;KPÖ;10
G62271;Ilz;3045;EUROPA;11
G62272;Kaindorf;2406;ÖVP;621
G62272;Kaindorf;2406;SPÖ;140
G62272;Kaindorf;2406;FPÖ;285
G62272;Kaindorf;2406;GRÜNE;101
G62272;Kaindorf;2406;NEOS;60
G62272;Kaindorf;2406;KPÖ;8
G62272;Kaindorf;2406;EUROPA;7
G62273;Loipersdorf bei Fürstenfeld;1549;ÖVP;398
G62273;Loipersdorf bei Fürstenfeld;1549;SPÖ;42
G62273;Loipersdorf bei Fürstenfeld;1549;FPÖ;248
G62273;Loipersdorf bei Fürstenfeld;1549;GRÜNE;48
G62273;Loipersdorf bei Fürstenfeld;1549;NEOS;24
G62273;Loipersdorf bei Fürstenfeld;1549;KPÖ;5
G62273;Loipersdorf bei Fürstenfeld;1549;EUROPA;3
G62274;Neudau;1044;ÖVP;167
G62274;Neudau;1044;SPÖ;187
G62274;Neudau;1044;FPÖ;104
G62274;Neudau;1044;GRÜNE;39
G62274;Neudau;1044;NEOS;17
G62274;Neudau;1044;KPÖ;3
G62274;Neudau;1044;EUROPA;1
G62275;Pöllau;5123;ÖVP;1215
G62275;Pöllau;5123;SPÖ;453
G62275;Pöllau;5123;FPÖ;531
G62275;Pöllau;5123;GRÜNE;206
G62275;Pöllau;5123;NEOS;136
G62275;Pöllau;5123;KPÖ;7
G62275;Pöllau;5123;EUROPA;5
G62276;Rohr bei Hartberg;1218;ÖVP;288
G62276;Rohr bei Hartberg;1218;SPÖ;131
G62276;Rohr bei Hartberg;1218;FPÖ;155
G62276;Rohr bei Hartberg;1218;GRÜNE;51
G62276;Rohr bei Hartberg;1218;NEOS;28
G62276;Rohr bei Hartberg;1218;KPÖ;1
G62276;Rohr bei Hartberg;1218;EUROPA;4
G62277;Rohrbach an der Lafnitz;2258;ÖVP;441
G62277;Rohrbach an der Lafnitz;2258;SPÖ;306
G62277;Rohrbach an der Lafnitz;2258;FPÖ;295
G62277;Rohrbach an der Lafnitz;2258;GRÜNE;67
G62277;Rohrbach an der Lafnitz;2258;NEOS;56
G62277;Rohrbach an der Lafnitz;2258;KPÖ;3
G62277;Rohrbach an der Lafnitz;2258;EUROPA;3
G62278;Vorau;3943;ÖVP;1170
G62278;Vorau;3943;SPÖ;210
G62278;Vorau;3943;FPÖ;494
G62278;Vorau;3943;GRÜNE;123
G62278;Vorau;3943;NEOS;97
G62278;Vorau;3943;KPÖ;5
G62278;Vorau;3943;EUROPA;10
G62279;Waldbach-Mönichwald;1253;ÖVP;382
G62279;Waldbach-Mönichwald;1253;SPÖ;92
G62279;Waldbach-Mönichwald;1253;FPÖ;159
G62279;Waldbach-Mönichwald;1253;GRÜNE;35
G62279;Waldbach-Mönichwald;1253;NEOS;41
G62279;Waldbach-Mönichwald;1253;KPÖ;1
G62279;Waldbach-Mönichwald;1253;EUROPA;1
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;ÖVP;1866
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;SPÖ;920
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;FPÖ;788
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;GRÜNE;797
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;NEOS;335
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;KPÖ;25
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;EUROPA;38
G62311;Edelsbach bei Feldbach;1104;ÖVP;348
G62311;Edelsbach bei Feldbach;1104;SPÖ;94
G62311;Edelsbach bei Feldbach;1104;FPÖ;147
G62311;Edelsbach bei Feldbach;1104;GRÜNE;36
G62311;Edelsbach bei Feldbach;1104;NEOS;34
G62311;Edelsbach bei Feldbach;1104;KPÖ;4
G62311;Edelsbach bei Feldbach;1104;EUROPA;3
G62314;Eichkögl;1058;ÖVP;246
G62314;Eichkögl;1058;SPÖ;51
G62314;Eichkögl;1058;FPÖ;160
G62314;Eichkögl;1058;GRÜNE;45
G62314;Eichkögl;1058;NEOS;23
G62314;Eichkögl;1058;KPÖ;3
G62314;Eichkögl;1058;EUROPA;4
G62326;Halbenrain;1480;ÖVP;339
G62326;Halbenrain;1480;SPÖ;51
G62326;Halbenrain;1480;FPÖ;157
G62326;Halbenrain;1480;GRÜNE;34
G62326;Halbenrain;1480;NEOS;31
G62326;Halbenrain;1480;KPÖ;2
G62326;Halbenrain;1480;EUROPA;5
G62330;Jagerberg;1376;ÖVP;387
G62330;Jagerberg;1376;SPÖ;62
G62330;Jagerberg;1376;FPÖ;206
G62330;Jagerberg;1376;GRÜNE;24
G62330;Jagerberg;1376;NEOS;20
G62330;Jagerberg;1376;KPÖ;1
G62330;Jagerberg;1376;EUROPA;3
G62332;Kapfenstein;1284;ÖVP;317
G62332;Kapfenstein;1284;SPÖ;53
G62332;Kapfenstein;1284;FPÖ;155
G62332;Kapfenstein;1284;GRÜNE;41
G62332;Kapfenstein;1284;NEOS;22
G62332;Kapfenstein;1284;KPÖ;3
G62332;Kapfenstein;1284;EUROPA;3
G62335;Klöch;1021;ÖVP;320
G62335;Klöch;1021;SPÖ;56
G62335;Klöch;1021;FPÖ;72
G62335;Klöch;1021;GRÜNE;25
G62335;Klöch;1021;NEOS;19
G62335;Klöch;1021;KPÖ;1
G62335;Klöch;1021;EUROPA;1
G62343;Mettersdorf am Saßbach;1056;ÖVP;287
G62343;Mettersdorf am Saßbach;1056;SPÖ;73
G62343;Mettersdorf am Saßbach;1056;FPÖ;108
G62343;Mettersdorf am Saßbach;1056;GRÜNE;33
G62343;Mettersdorf am Saßbach;1056;NEOS;24
G62343;Mettersdorf am Saßbach;1056;KPÖ;0
G62343;Mettersdorf am Saßbach;1056;EUROPA;1
G62347;Murfeld;1375;ÖVP;304
G62347;Murfeld;1375;SPÖ;92
G62347;Murfeld;1375;FPÖ;162
G62347;Murfeld;1375;GRÜNE;38
G62347;Murfeld;1375;NEOS;45
G62347;Murfeld;1375;KPÖ;1
G62347;Murfeld;1375;EUROPA;4
G62368;Tieschen;1045;ÖVP;214
G62368;Tieschen;1045;SPÖ;82
G62368;Tieschen;1045;FPÖ;111
G62368;Tieschen;1045;GRÜNE;26
G62368;Tieschen;1045;NEOS;30
G62368;Tieschen;1045;KPÖ;2
G62368;Tieschen;1045;EUROPA;2
G62372;Unterlamm;1051;ÖVP;273
G62372;Unterlamm;1051;SPÖ;33
G62372;Unterlamm;1051;FPÖ;152
G62372;Unterlamm;1051;GRÜNE;12
G62372;Unterlamm;1051;NEOS;15
G62372;Unterlamm;1051;KPÖ;4
G62372;Unterlamm;1051;EUROPA;2
G62375;Bad Gleichenberg;4286;ÖVP;760
G62375;Bad Gleichenberg;4286;SPÖ;270
G62375;Bad Gleichenberg;4286;FPÖ;426
G62375;Bad Gleichenberg;4286;GRÜNE;150
G62375;Bad Gleichenberg;4286;NEOS;89
G62375;Bad Gleichenberg;4286;KPÖ;7
G62375;Bad Gleichenberg;4286;EUROPA;11
G62376;Bad Radkersburg;2512;ÖVP;525
G62376;Bad Radkersburg;2512;SPÖ;177
G62376;Bad Radkersburg;2512;FPÖ;188
G62376;Bad Radkersburg;2512;GRÜNE;112
G62376;Bad Radkersburg;2512;NEOS;72
G62376;Bad Radkersburg;2512;KPÖ;8
G62376;Bad Radkersburg;2512;EUROPA;2
G62377;Deutsch Goritz;1532;ÖVP;400
G62377;Deutsch Goritz;1532;SPÖ;90
G62377;Deutsch Goritz;1532;FPÖ;149
G62377;Deutsch Goritz;1532;GRÜNE;52
G62377;Deutsch Goritz;1532;NEOS;48
G62377;Deutsch Goritz;1532;KPÖ;6
G62377;Deutsch Goritz;1532;EUROPA;7
G62378;Fehring;6040;ÖVP;1242
G62378;Fehring;6040;SPÖ;421
G62378;Fehring;6040;FPÖ;678
G62378;Fehring;6040;GRÜNE;249
G62378;Fehring;6040;NEOS;158
G62378;Fehring;6040;KPÖ;21
G62378;Fehring;6040;EUROPA;19
G62379;Feldbach;10277;ÖVP;2190
G62379;Feldbach;10277;SPÖ;733
G62379;Feldbach;10277;FPÖ;1273
G62379;Feldbach;10277;GRÜNE;422
G62379;Feldbach;10277;NEOS;281
G62379;Feldbach;10277;KPÖ;34
G62379;Feldbach;10277;EUROPA;30
G62380;Gnas;5030;ÖVP;1468
G62380;Gnas;5030;SPÖ;165
G62380;Gnas;5030;FPÖ;658
G62380;Gnas;5030;GRÜNE;143
G62380;Gnas;5030;NEOS;130
G62380;Gnas;5030;KPÖ;5
G62380;Gnas;5030;EUROPA;20
G62381;Kirchbach-Zerlach;2702;ÖVP;675
G62381;Kirchbach-Zerlach;2702;SPÖ;116
G62381;Kirchbach-Zerlach;2702;FPÖ;358
G62381;Kirchbach-Zerlach;2702;GRÜNE;103
G62381;Kirchbach-Zerlach;2702;NEOS;89
G62381;Kirchbach-Zerlach;2702;KPÖ;6
G62381;Kirchbach-Zerlach;2702;EUROPA;8
G62382;Kirchberg an der Raab;3684;ÖVP;756
G62382;Kirchberg an der Raab;3684;SPÖ;255
G62382;Kirchberg an der Raab;3684;FPÖ;489
G62382;Kirchberg an der Raab;3684;GRÜNE;130
G62382;Kirchberg an der Raab;3684;NEOS;90
G62382;Kirchberg an der Raab;3684;KPÖ;10
G62382;Kirchberg an der Raab;3684;EUROPA;8
G62383;Mureck;2853;ÖVP;593
G62383;Mureck;2853;SPÖ;231
G62383;Mureck;2853;FPÖ;298
G62383;Mureck;2853;GRÜNE;101
G62383;Mureck;2853;NEOS;70
G62383;Mureck;2853;KPÖ;5
G62383;Mureck;2853;EUROPA;6
G62384;Paldau;2615;ÖVP;589
G62384;Paldau;2615;SPÖ;169
G62384;Paldau;2615;FPÖ;297
G62384;Paldau;2615;GRÜNE;66
G62384;Paldau;2615;NEOS;54
G62384;Paldau;2615;KPÖ;4
G62384;Paldau;2615;EUROPA;8
G62385;Pirching am Traubenberg;2112;ÖVP;567
G62385;Pirching am Traubenberg;2112;SPÖ;77
G62385;Pirching am Traubenberg;2112;FPÖ;253
G62385;Pirching am Traubenberg;2112;GRÜNE;87
G62385;Pirching am Traubenberg;2112;NEOS;55
G62385;Pirching am Traubenberg;2112;KPÖ;3
G62385;Pirching am Traubenberg;2112;EUROPA;5
G62386;Riegersburg;4135;ÖVP;990
G62386;Riegersburg;4135;SPÖ;243
G62386;Riegersburg;4135;FPÖ;391
G62386;Riegersburg;4135;GRÜNE;153
G62386;Riegersburg;4135;NEOS;115
G62386;Riegersburg;4135;KPÖ;17
G62386;Riegersburg;4135;EUROPA;9
G62387;Sankt Anna am Aigen;2034;ÖVP;498
G62387;Sankt Anna am Aigen;2034;SPÖ;66
G62387;Sankt Anna am Aigen;2034;FPÖ;193
G62387;Sankt Anna am Aigen;2034;GRÜNE;39
G62387;Sankt Anna am Aigen;2034;NEOS;37
G62387;Sankt Anna am Aigen;2034;KPÖ;5
G62387;Sankt Anna am Aigen;2034;EUROPA;4
G62388;Sankt Peter am Ottersbach;2466;ÖVP;578
G62388;Sankt Peter am Ottersbach;2466;SPÖ;88
G62388;Sankt Peter am Ottersbach;2466;FPÖ;243
G62388;Sankt Peter am Ottersbach;2466;GRÜNE;63
G62388;Sankt Peter am Ottersbach;2466;NEOS;43
G62388;Sankt Peter am Ottersbach;2466;KPÖ;4
G62388;Sankt Peter am Ottersbach;2466;EUROPA;3
G62389;Sankt Stefan im Rosental;3278;ÖVP;786
G62389;Sankt Stefan im Rosental;3278;SPÖ;180
G62389;Sankt Stefan im Rosental;3278;FPÖ;451
G62389;Sankt Stefan im Rosental;3278;GRÜNE;125
G62389;Sankt Stefan im Rosental;3278;NEOS;105
G62389;Sankt Stefan im Rosental;3278;KPÖ;10
G62389;Sankt Stefan im Rosental;3278;EUROPA;5
G62390;Straden;3017;ÖVP;778
G62390;Straden;3017;SPÖ;131
G62390;Straden;3017;FPÖ;337
G62390;Straden;3017;GRÜNE;113
G62390;Straden;3017;NEOS;84
G62390;Straden;3017;KPÖ;3
G62390;Straden;3017;EUROPA;5
G62399;Wahlkarten - Südoststeiermark;0;ÖVP;2203
G62399;Wahlkarten - Südoststeiermark;0;SPÖ;835
G62399;Wahlkarten - Südoststeiermark;0;FPÖ;903
G62399;Wahlkarten - Südoststeiermark;0;GRÜNE;671
G62399;Wahlkarten - Südoststeiermark;0;NEOS;382
G62399;Wahlkarten - Südoststeiermark;0;KPÖ;52
G62399;Wahlkarten - Südoststeiermark;0;EUROPA;27
G7A099;Wahlkarten - Innsbruck;0;ÖVP;0
G7A099;Wahlkarten - Innsbruck;0;SPÖ;0
G7A099;Wahlkarten - Innsbruck;0;FPÖ;0
G7A099;Wahlkarten - Innsbruck;0;GRÜNE;0
G7A099;Wahlkarten - Innsbruck;0;NEOS;0
G7A099;Wahlkarten - Innsbruck;0;KPÖ;0
G7A099;Wahlkarten - Innsbruck;0;EUROPA;0
G7B099;Wahlkarten - Innsbruck-Land;0;ÖVP;0
G7B099;Wahlkarten - Innsbruck-Land;0;SPÖ;0
G7B099;Wahlkarten - Innsbruck-Land;0;FPÖ;0
G7B099;Wahlkarten - Innsbruck-Land;0;GRÜNE;0
G7B099;Wahlkarten - Innsbruck-Land;0;NEOS;0
G7B099;Wahlkarten - Innsbruck-Land;0;KPÖ;0
G7B099;Wahlkarten - Innsbruck-Land;0;EUROPA;0
G7C099;Wahlkarten - Unterland;0;ÖVP;0
G7C099;Wahlkarten - Unterland;0;SPÖ;0
G7C099;Wahlkarten - Unterland;0;FPÖ;0
G7C099;Wahlkarten - Unterland;0;GRÜNE;0
G7C099;Wahlkarten - Unterland;0;NEOS;0
G7C099;Wahlkarten - Unterland;0;KPÖ;0
G7C099;Wahlkarten - Unterland;0;EUROPA;0
G7D099;Wahlkarten - Oberland;0;ÖVP;0
G7D099;Wahlkarten - Oberland;0;SPÖ;0
G7D099;Wahlkarten - Oberland;0;FPÖ;0
G7D099;Wahlkarten - Oberland;0;GRÜNE;0
G7D099;Wahlkarten - Oberland;0;NEOS;0
G7D099;Wahlkarten - Oberland;0;KPÖ;0
G7D099;Wahlkarten - Oberland;0;EUROPA;0
G7E099;Wahlkarten - Osttirol;0;ÖVP;0
G7E099;Wahlkarten - Osttirol;0;SPÖ;0
G7E099;Wahlkarten - Osttirol;0;FPÖ;0
G7E099;Wahlkarten - Osttirol;0;GRÜNE;0
G7E099;Wahlkarten - Osttirol;0;NEOS;0
G7E099;Wahlkarten - Osttirol;0;KPÖ;0
G7E099;Wahlkarten - Osttirol;0;EUROPA;0
G70101;Innsbruck;86810;ÖVP;11074
G70101;Innsbruck;86810;SPÖ;7829
G70101;Innsbruck;86810;FPÖ;6220
G70101;Innsbruck;86810;GRÜNE;9560
G70101;Innsbruck;86810;NEOS;4216
G70101;Innsbruck;86810;KPÖ;397
G70101;Innsbruck;86810;EUROPA;633
G70199;Wahlkarten - Innsbruck Stadt;0;ÖVP;2775
G70199;Wahlkarten - Innsbruck Stadt;0;SPÖ;2166
G70199;Wahlkarten - Innsbruck Stadt;0;FPÖ;990
G70199;Wahlkarten - Innsbruck Stadt;0;GRÜNE;3801
G70199;Wahlkarten - Innsbruck Stadt;0;NEOS;1449
G70199;Wahlkarten - Innsbruck Stadt;0;KPÖ;112
G70199;Wahlkarten - Innsbruck Stadt;0;EUROPA;175
G70201;Arzl im Pitztal;2370;ÖVP;500
G70201;Arzl im Pitztal;2370;SPÖ;136
G70201;Arzl im Pitztal;2370;FPÖ;147
G70201;Arzl im Pitztal;2370;GRÜNE;109
G70201;Arzl im Pitztal;2370;NEOS;78
G70201;Arzl im Pitztal;2370;KPÖ;5
G70201;Arzl im Pitztal;2370;EUROPA;14
G70202;Haiming;3528;ÖVP;528
G70202;Haiming;3528;SPÖ;232
G70202;Haiming;3528;FPÖ;300
G70202;Haiming;3528;GRÜNE;270
G70202;Haiming;3528;NEOS;114
G70202;Haiming;3528;KPÖ;4
G70202;Haiming;3528;EUROPA;8
G70203;Imst;7465;ÖVP;1266
G70203;Imst;7465;SPÖ;521
G70203;Imst;7465;FPÖ;521
G70203;Imst;7465;GRÜNE;455
G70203;Imst;7465;NEOS;282
G70203;Imst;7465;KPÖ;20
G70203;Imst;7465;EUROPA;33
G70204;Imsterberg;633;ÖVP;149
G70204;Imsterberg;633;SPÖ;39
G70204;Imsterberg;633;FPÖ;48
G70204;Imsterberg;633;GRÜNE;21
G70204;Imsterberg;633;NEOS;23
G70204;Imsterberg;633;KPÖ;1
G70204;Imsterberg;633;EUROPA;0
G70205;Jerzens;706;ÖVP;178
G70205;Jerzens;706;SPÖ;19
G70205;Jerzens;706;FPÖ;47
G70205;Jerzens;706;GRÜNE;13
G70205;Jerzens;706;NEOS;8
G70205;Jerzens;706;KPÖ;2
G70205;Jerzens;706;EUROPA;0
G70206;Karres;507;ÖVP;127
G70206;Karres;507;SPÖ;29
G70206;Karres;507;FPÖ;69
G70206;Karres;507;GRÜNE;9
G70206;Karres;507;NEOS;11
G70206;Karres;507;KPÖ;0
G70206;Karres;507;EUROPA;0
G70207;Karrösten;566;ÖVP;121
G70207;Karrösten;566;SPÖ;55
G70207;Karrösten;566;FPÖ;27
G70207;Karrösten;566;GRÜNE;18
G70207;Karrösten;566;NEOS;20
G70207;Karrösten;566;KPÖ;1
G70207;Karrösten;566;EUROPA;3
G70208;Längenfeld;3438;ÖVP;780
G70208;Längenfeld;3438;SPÖ;88
G70208;Längenfeld;3438;FPÖ;160
G70208;Längenfeld;3438;GRÜNE;101
G70208;Längenfeld;3438;NEOS;93
G70208;Längenfeld;3438;KPÖ;6
G70208;Längenfeld;3438;EUROPA;14
G70209;Mieming;2823;ÖVP;564
G70209;Mieming;2823;SPÖ;134
G70209;Mieming;2823;FPÖ;171
G70209;Mieming;2823;GRÜNE;187
G70209;Mieming;2823;NEOS;154
G70209;Mieming;2823;KPÖ;6
G70209;Mieming;2823;EUROPA;13
G70210;Mils bei Imst;470;ÖVP;113
G70210;Mils bei Imst;470;SPÖ;18
G70210;Mils bei Imst;470;FPÖ;30
G70210;Mils bei Imst;470;GRÜNE;30
G70210;Mils bei Imst;470;NEOS;40
G70210;Mils bei Imst;470;KPÖ;1
G70210;Mils bei Imst;470;EUROPA;0
G70211;Mötz;919;ÖVP;146
G70211;Mötz;919;SPÖ;55
G70211;Mötz;919;FPÖ;57
G70211;Mötz;919;GRÜNE;55
G70211;Mötz;919;NEOS;34
G70211;Mötz;919;KPÖ;3
G70211;Mötz;919;EUROPA;3
G70212;Nassereith;1667;ÖVP;304
G70212;Nassereith;1667;SPÖ;63
G70212;Nassereith;1667;FPÖ;115
G70212;Nassereith;1667;GRÜNE;60
G70212;Nassereith;1667;NEOS;61
G70212;Nassereith;1667;KPÖ;5
G70212;Nassereith;1667;EUROPA;12
G70213;Obsteig;967;ÖVP;173
G70213;Obsteig;967;SPÖ;34
G70213;Obsteig;967;FPÖ;58
G70213;Obsteig;967;GRÜNE;80
G70213;Obsteig;967;NEOS;48
G70213;Obsteig;967;KPÖ;3
G70213;Obsteig;967;EUROPA;5
G70214;Oetz;1765;ÖVP;412
G70214;Oetz;1765;SPÖ;58
G70214;Oetz;1765;FPÖ;86
G70214;Oetz;1765;GRÜNE;113
G70214;Oetz;1765;NEOS;81
G70214;Oetz;1765;KPÖ;2
G70214;Oetz;1765;EUROPA;4
G70215;Rietz;1815;ÖVP;256
G70215;Rietz;1815;SPÖ;115
G70215;Rietz;1815;FPÖ;154
G70215;Rietz;1815;GRÜNE;78
G70215;Rietz;1815;NEOS;71
G70215;Rietz;1815;KPÖ;4
G70215;Rietz;1815;EUROPA;5
G70216;Roppen;1349;ÖVP;254
G70216;Roppen;1349;SPÖ;118
G70216;Roppen;1349;FPÖ;70
G70216;Roppen;1349;GRÜNE;67
G70216;Roppen;1349;NEOS;31
G70216;Roppen;1349;KPÖ;4
G70216;Roppen;1349;EUROPA;0
G70217;St. Leonhard im Pitztal;1087;ÖVP;298
G70217;St. Leonhard im Pitztal;1087;SPÖ;19
G70217;St. Leonhard im Pitztal;1087;FPÖ;77
G70217;St. Leonhard im Pitztal;1087;GRÜNE;8
G70217;St. Leonhard im Pitztal;1087;NEOS;18
G70217;St. Leonhard im Pitztal;1087;KPÖ;1
G70217;St. Leonhard im Pitztal;1087;EUROPA;0
G70218;Sautens;1136;ÖVP;237
G70218;Sautens;1136;SPÖ;35
G70218;Sautens;1136;FPÖ;43
G70218;Sautens;1136;GRÜNE;45
G70218;Sautens;1136;NEOS;30
G70218;Sautens;1136;KPÖ;0
G70218;Sautens;1136;EUROPA;2
G70219;Silz;1981;ÖVP;335
G70219;Silz;1981;SPÖ;160
G70219;Silz;1981;FPÖ;122
G70219;Silz;1981;GRÜNE;140
G70219;Silz;1981;NEOS;85
G70219;Silz;1981;KPÖ;10
G70219;Silz;1981;EUROPA;5
G70220;Sölden;2179;ÖVP;576
G70220;Sölden;2179;SPÖ;24
G70220;Sölden;2179;FPÖ;88
G70220;Sölden;2179;GRÜNE;53
G70220;Sölden;2179;NEOS;49
G70220;Sölden;2179;KPÖ;1
G70220;Sölden;2179;EUROPA;3
G70221;Stams;1111;ÖVP;214
G70221;Stams;1111;SPÖ;64
G70221;Stams;1111;FPÖ;85
G70221;Stams;1111;GRÜNE;74
G70221;Stams;1111;NEOS;38
G70221;Stams;1111;KPÖ;0
G70221;Stams;1111;EUROPA;0
G70222;Tarrenz;2094;ÖVP;357
G70222;Tarrenz;2094;SPÖ;97
G70222;Tarrenz;2094;FPÖ;187
G70222;Tarrenz;2094;GRÜNE;92
G70222;Tarrenz;2094;NEOS;64
G70222;Tarrenz;2094;KPÖ;4
G70222;Tarrenz;2094;EUROPA;6
G70223;Umhausen;2393;ÖVP;545
G70223;Umhausen;2393;SPÖ;59
G70223;Umhausen;2393;FPÖ;182
G70223;Umhausen;2393;GRÜNE;73
G70223;Umhausen;2393;NEOS;63
G70223;Umhausen;2393;KPÖ;4
G70223;Umhausen;2393;EUROPA;2
G70224;Wenns;1601;ÖVP;318
G70224;Wenns;1601;SPÖ;52
G70224;Wenns;1601;FPÖ;90
G70224;Wenns;1601;GRÜNE;45
G70224;Wenns;1601;NEOS;44
G70224;Wenns;1601;KPÖ;5
G70224;Wenns;1601;EUROPA;6
G70299;Wahlkarten - Imst;0;ÖVP;1033
G70299;Wahlkarten - Imst;0;SPÖ;478
G70299;Wahlkarten - Imst;0;FPÖ;369
G70299;Wahlkarten - Imst;0;GRÜNE;535
G70299;Wahlkarten - Imst;0;NEOS;288
G70299;Wahlkarten - Imst;0;KPÖ;20
G70299;Wahlkarten - Imst;0;EUROPA;38
G70301;Absam;5712;ÖVP;1067
G70301;Absam;5712;SPÖ;495
G70301;Absam;5712;FPÖ;364
G70301;Absam;5712;GRÜNE;563
G70301;Absam;5712;NEOS;315
G70301;Absam;5712;KPÖ;21
G70301;Absam;5712;EUROPA;32
G70302;Aldrans;1985;ÖVP;463
G70302;Aldrans;1985;SPÖ;100
G70302;Aldrans;1985;FPÖ;120
G70302;Aldrans;1985;GRÜNE;226
G70302;Aldrans;1985;NEOS;135
G70302;Aldrans;1985;KPÖ;4
G70302;Aldrans;1985;EUROPA;9
G70303;Ampass;1310;ÖVP;272
G70303;Ampass;1310;SPÖ;80
G70303;Ampass;1310;FPÖ;130
G70303;Ampass;1310;GRÜNE;110
G70303;Ampass;1310;NEOS;79
G70303;Ampass;1310;KPÖ;4
G70303;Ampass;1310;EUROPA;11
G70304;Axams;4653;ÖVP;781
G70304;Axams;4653;SPÖ;387
G70304;Axams;4653;FPÖ;324
G70304;Axams;4653;GRÜNE;380
G70304;Axams;4653;NEOS;205
G70304;Axams;4653;KPÖ;19
G70304;Axams;4653;EUROPA;19
G70305;Baumkirchen;954;ÖVP;217
G70305;Baumkirchen;954;SPÖ;61
G70305;Baumkirchen;954;FPÖ;70
G70305;Baumkirchen;954;GRÜNE;76
G70305;Baumkirchen;954;NEOS;49
G70305;Baumkirchen;954;KPÖ;2
G70305;Baumkirchen;954;EUROPA;8
G70306;Birgitz;1113;ÖVP;254
G70306;Birgitz;1113;SPÖ;56
G70306;Birgitz;1113;FPÖ;84
G70306;Birgitz;1113;GRÜNE;108
G70306;Birgitz;1113;NEOS;65
G70306;Birgitz;1113;KPÖ;2
G70306;Birgitz;1113;EUROPA;8
G70307;Ellbögen;910;ÖVP;272
G70307;Ellbögen;910;SPÖ;62
G70307;Ellbögen;910;FPÖ;81
G70307;Ellbögen;910;GRÜNE;56
G70307;Ellbögen;910;NEOS;37
G70307;Ellbögen;910;KPÖ;1
G70307;Ellbögen;910;EUROPA;5
G70308;Flaurling;984;ÖVP;214
G70308;Flaurling;984;SPÖ;95
G70308;Flaurling;984;FPÖ;58
G70308;Flaurling;984;GRÜNE;80
G70308;Flaurling;984;NEOS;44
G70308;Flaurling;984;KPÖ;6
G70308;Flaurling;984;EUROPA;6
G70309;Fritzens;1684;ÖVP;311
G70309;Fritzens;1684;SPÖ;149
G70309;Fritzens;1684;FPÖ;131
G70309;Fritzens;1684;GRÜNE;122
G70309;Fritzens;1684;NEOS;92
G70309;Fritzens;1684;KPÖ;7
G70309;Fritzens;1684;EUROPA;13
